,timestamp,month,year,day,time_period,date_uuid
77,18:25:16,1,2009.0,8,Evening,c1ce670f-0252-4e63-8cd5-3d85e589d37a
78,22:18:18,2,1996.0,28,Evening,077527f1-f046-4d79-bf61-0a153b2bf5dd
79,23:25:59,5,2006.0,4,Evening,20b6f9d4-76be-49e7-8a15-4a5fd8ff2de0
80,21:44:35,12,1993.0,3,Evening,f61e0b03-15f3-4a06-af3b-76ca3b0b6283
81,02:59:25,1,1997.0,24,Late_Hours,442926a2-4e97-486a-8a1c-bf4b72319e8b
82,15:13:29,11,2006.0,26,Midday,3e78cff9-54d2-4c1c-978c-cd86b6c4ebc8
83,14:36:16,12,1994.0,5,Midday,68426863-3eb7-48a6-9a20-e6ab5107b3fd
84,22:14:49,2,2022.0,8,Evening,9ddc9626-53f2-49a2-aa96-dac8b6e7de66
85,21:44:10,8,2012.0,7,Evening,a60d8a88-b14f-4a54-9503-b1ce027f7993
86,12:15:42,3,1996.0,17,Midday,715a6003-1e69-4c33-9672-ee05030c9e38
87,15:18:43,6,1999.0,21,Midday,6d07a960-bc9e-41bd-b14d-ba75b9ef87a3
88,19:48:41,2,1995.0,22,Evening,e571dfc5-c163-46c1-86f0-515698a52414
89,21:33:46,1,2014.0,24,Evening,235ee289-92d3-4933-961a-b089a15b8abf
90,15:58:35,7,2022.0,8,Midday,f3f1c04b-8333-4873-af81-b34fcb811fc6
91,21:38:18,4,2018.0,4,Evening,038e7b9e-ed01-4672-8fbe-415a76445b85
92,22:02:39,5,2009.0,20,Evening,1dc3d132-1937-40e4-bd12-c5db281217ac
93,19:52:37,4,1996.0,20,Evening,41822cf6-da97-42a1-a3b7-cb0ef8039b7d
94,18:37:29,5,2008.0,16,Evening,2d9ada85-89d7-4a43-8cb1-2dc6e70a2aa2
95,18:03:57,8,1995.0,30,Evening,e15ab01d-6e21-442c-9949-54d546de611e
96,22:17:03,4,1999.0,9,Evening,3d4d53c5-d482-442a-b503-a34ca52b2c68
97,19:16:25,1,2001.0,9,Evening,98c9b184-3745-4377-9bea-b361023a55af
98,20:16:08,10,2004.0,4,Evening,a16416cf-7ff1-4bec-be2c-e01631ddc594
99,04:32:54,3,2022.0,28,Late_Hours,1019fbc1-309e-4cc7-8ce8-d9a5667fef4c
100,18:51:43,8,2021.0,5,Evening,c2d648b7-7fcf-4858-a83e-d53632c4b8d0
101,20:35:48,3,2009.0,27,Evening,a3be9e8f-36b7-4d72-8860-6ea12c13b33e
102,23:08:06,7,1993.0,3,Evening,0ee37c36-ad74-4f02-83b4-1149a71c2b99
103,10:27:27,1,2006.0,13,Morning,48488ce8-9d51-4f15-8729-05d3aebd87a5
104,21:53:06,3,2012.0,16,Evening,0ebfb4c5-836f-4896-a1ea-8e7de73a6ee2
105,18:44:36,12,1997.0,8,Evening,62f6c05c-9932-4fca-bec8-f604beb05de4
106,18:44:46,3,2016.0,7,Evening,e7f0d372-662a-4e8e-ae77-6f2217fe95a1
107,22:54:47,3,2000.0,23,Evening,35580bf2-a5c8-443c-b2b8-bbb7a7d49650
108,23:16:42,9,2019.0,21,Evening,0d5c074d-06cb-4710-b2d8-186442d69b58
109,19:28:38,4,2003.0,26,Evening,0bb23caa-996a-4fb9-9f4b-0c2aef54783b
110,14:03:51,10,1998.0,31,Midday,f79e96dd-eb67-48b9-b89d-5f07b9e6c509
111,00:45:51,12,1996.0,20,Late_Hours,bb2154b1-1186-4f19-80b2-f6dd74e0ead7
112,22:13:12,5,2004.0,11,Evening,c2148be0-756a-4231-93d3-f5296e09022f
113,14:41:00,8,2006.0,29,Midday,ee5f3289-6b08-4c43-b280-8f9d7c91e13a
114,20:44:47,1,2010.0,24,Evening,659935db-c9b2-47d5-b1e4-3fd656cd98e0
115,18:13:55,11,1995.0,13,Evening,cf0601be-5b3c-4df0-8036-765e918ac18f
116,20:30:25,5,1996.0,16,Evening,cc9a47ee-3ed8-4b31-9480-b3e3f65d8540
117,20:29:18,8,2001.0,17,Evening,0e1ca84d-f1da-4c08-a22b-495c1698d3d0
118,12:32:19,1,2014.0,26,Midday,ff29626a-f1ee-40c8-90c0-9bd7eb954459
119,15:29:51,2,2010.0,12,Midday,c2eff3a7-35ef-4998-9cd4-eb5cdbe694f0
120,21:20:48,9,2021.0,15,Evening,836e9455-e5e8-434a-ab8d-4892f8675853
121,22:24:13,2,2014.0,2,Evening,3dd527ea-c4a3-42e1-aed3-38348aba2ce6
122,23:23:22,1,2009.0,5,Evening,cd91fa3e-483f-4272-a9c8-7413c239e829
123,13:22:07,5,2021.0,30,Midday,ba45344a-073a-4925-bb33-9942339c9d53
124,19:48:25,8,2005.0,5,Evening,54fd8491-9438-4d10-a6c2-a9fec4f542ba
125,16:02:54,4,2009.0,9,Midday,4af570d3-32e7-45cf-ad48-23f144e5fdf6
126,14:34:11,10,2007.0,29,Midday,96f0350f-a062-49e6-8372-f7a25f617f6f
127,14:49:22,11,2008.0,4,Midday,f90c6087-f776-4a48-bf5c-61f0f1f58740
128,23:20:20,3,2016.0,2,Evening,b00e09d3-2f25-4c0f-8fd0-3c1c523f93d2
129,16:12:00,12,2006.0,21,Midday,a40c87b4-bb07-4c56-a6f8-d5ebc789dbea
130,22:55:32,9,1999.0,24,Evening,91651954-2a9f-49db-8383-d3e0757badac
131,11:45:12,7,1993.0,23,Morning,41b289bf-08b2-426c-a643-bfbc7500efd4
132,23:46:46,4,2002.0,29,Evening,e4cadb72-29bf-43e6-bbad-e6d1263c1716
133,19:21:48,5,2000.0,13,Evening,e9d6788b-872a-4d91-88d9-8e1bd4e8a5a1
134,20:35:21,3,2007.0,20,Evening,f5daad67-e98e-408b-9ab0-48c0f8c406a0
135,20:48:15,11,2006.0,29,Evening,87414ebd-e7cf-42f4-a04c-92d014c5108a
136,14:00:30,2,1994.0,3,Midday,57ce3df7-3770-404b-b1de-996cdc3b2679
137,08:44:34,4,1996.0,5,Morning,72506ad0-8cad-4a04-988f-c9c322a68fb0
138,11:28:43,9,1996.0,7,Morning,e67e743b-b495-4557-9ab3-3cd0d8724bd0
139,12:04:58,10,2007.0,2,Midday,f34a26c2-e695-4652-b320-3b66ed9637f4
140,17:38:19,11,2011.0,29,Midday,8e03407a-137d-4471-a854-c8b4d14c3a95
141,03:09:55,1,2011.0,3,Late_Hours,9ffd9ad9-eecd-4bb7-9d99-35c383ee0f75
142,20:41:22,1,2008.0,16,Evening,b34eb983-abe4-4aa4-bef5-209ab2243f7f
143,18:21:23,12,2003.0,12,Evening,6519c83b-6e77-405f-864d-feae9dd00da5
144,14:33:38,7,1999.0,2,Midday,f77cd1db-9b8b-4279-ad23-5181bb2d1876
145,16:23:59,12,2010.0,23,Midday,8a394998-c832-411a-aea3-2f29f35f93da
146,11:07:08,4,2014.0,11,Morning,39d4003c-c7e5-4e6c-9e18-6592fe14d1f9
147,15:11:03,12,2006.0,15,Midday,5099c45c-79cf-492d-8c09-1072ba9e1284
148,20:35:14,12,2016.0,24,Evening,79f4e9d5-a7be-4eb6-9c65-2379b35dbd8f
149,07:46:06,5,2011.0,21,Morning,9f0b263d-b1ea-4fb2-bd4f-d36a11b0317a
150,20:35:43,7,2009.0,7,Evening,de7fe107-f962-45e3-9e96-34b2c82a4a0b
151,22:37:03,11,2002.0,19,Evening,aa678500-ce35-4e46-860c-10fdf9a37873
152,19:17:05,5,2010.0,11,Evening,bec079cf-6b64-46ba-98fa-17da4fa8aec1
153,22:15:17,8,2008.0,19,Evening,8c0c2ba8-3e67-420a-855b-e6742c6e84e0
154,19:32:38,1,2022.0,9,Evening,0b4927f7-68ec-4cf1-ae8b-e238bcf292bb
155,18:52:32,8,1996.0,25,Evening,84ee4fea-9008-47b6-ad1c-de5c0bdba1fb
156,21:03:10,5,2002.0,15,Evening,1c27f6ca-5810-4d8e-b605-0a8b09bb94d3
157,20:33:52,2,1996.0,27,Evening,6ef64c0b-3ea2-4741-84cb-c1acaadd0432
158,12:13:45,6,2002.0,6,Midday,9932f55a-39c1-4281-b544-3f18fc3fa732
159,20:44:40,7,1993.0,22,Evening,f459a082-adca-4b56-ba40-cb8f78ff6789
160,15:34:56,10,2002.0,26,Midday,8bc7260a-a7f1-4535-94e6-cc909579d759
161,18:58:40,4,2010.0,21,Evening,998d1ffd-001b-4dca-bb22-ca34d04239c0
162,20:27:59,10,2008.0,31,Evening,51640eb7-93cd-40da-88c2-5167754369a4
163,18:03:06,10,1997.0,17,Evening,44626cba-29dc-4a63-9d28-a6a1c3c7f8f2
164,14:15:58,1,2017.0,5,Midday,5a7506a2-0fb4-4db5-9453-c55dc581a991
165,18:41:12,5,1997.0,10,Evening,a1090a4b-b33a-4786-81d1-e34dc1353861
166,21:11:58,8,2003.0,2,Evening,430d2c24-fdfe-45a0-95a1-c465205d8bfd
167,21:31:48,10,1996.0,21,Evening,a5be7e7b-f209-48cd-b89a-8a8850d0071f
168,05:05:54,11,2012.0,10,Late_Hours,22732dc9-a3b7-4589-b55a-99c9b2da1fd5
169,18:56:33,4,2009.0,21,Evening,fb5f753f-d76a-4e15-a3a1-ff5c4f3ceb42
170,19:30:33,5,2010.0,6,Evening,bd2549cd-4617-41b8-bafc-ee0bf4cb020a
171,20:16:04,12,1993.0,27,Evening,06a809be-4b9d-495c-ad8f-bed65410ec2b
172,23:44:23,4,2021.0,8,Evening,d3c570e6-b56c-44b5-9598-c2fc818849f5
173,22:04:06,1,2013.0,16,Evening,57c7a2c3-cf70-4e58-91ef-37f6edb7a078
174,20:47:34,1,2017.0,28,Evening,8769734d-98db-4d68-8044-16633def4a89
175,15:33:21,10,2000.0,10,Midday,cb83847f-fa14-4ddd-96a5-bf6c7260e5e4
176,12:57:31,3,2010.0,3,Midday,9437e7ea-6b52-430a-be55-c5331c6b0e81
177,20:58:39,9,2009.0,1,Evening,8e1260a8-8c71-48f6-b471-db81e2a3de33
178,23:12:01,1,2004.0,28,Evening,7b7f26a3-c102-47f0-9ecb-f79e75852f1a
179,18:37:43,7,2004.0,4,Evening,e5976e33-aa71-4d81-9ecf-4f5adf5ea427
180,20:55:40,3,2004.0,11,Evening,2d4277c0-be55-4357-9981-5ceb86a7cf39
181,11:35:19,11,2013.0,26,Morning,c5145747-dcf7-4c0a-8b01-77b426b77e3c
182,13:53:47,9,2011.0,5,Midday,5dced8b9-9038-414e-9583-be6ef12894f7
183,19:37:33,6,2017.0,12,Evening,c0e886c9-29c5-4958-babc-bf44d137a6ad
184,12:43:31,12,2019.0,13,Midday,7d399bab-71aa-4009-b3b3-d92fe14c4b0d
185,07:43:28,4,2014.0,24,Morning,c67a81ba-e672-4446-a7d2-c9b6e1849fc3
186,18:36:23,9,2006.0,5,Evening,3d3d76b0-a366-4a6c-bf56-54669a036e7c
187,18:32:12,3,2009.0,6,Evening,f0bc04de-50ae-426c-9874-75ddfdbf1412
188,20:40:22,8,2011.0,27,Evening,9ce6d71a-3802-4f35-aac2-cd3ccf753b29
189,17:01:01,1,2000.0,3,Midday,e2e31817-a8e5-49a2-9736-f5af05cad951
190,20:20:33,10,1996.0,21,Evening,64521a6d-b573-48f3-8524-2adb410c207c
191,05:18:06,8,2011.0,26,Late_Hours,27d16e86-27d4-4aa7-ac68-c506f965a2a1
192,20:17:53,1,2017.0,26,Evening,9a534b1b-80ff-418c-b845-f1eb84b0c63b
193,20:28:56,5,2016.0,1,Evening,4a2a5fcc-5683-4d1f-a6da-2ee1bbc84916
194,22:00:23,9,2017.0,15,Evening,6575b917-ef85-42bd-8b0f-b8bed2140dff
195,20:14:21,1,2014.0,17,Evening,a8d8f593-a135-44d9-bfbf-2798adcbcb0d
196,22:52:42,3,2018.0,7,Evening,593781c9-a3c9-4ff2-860e-64c4247a7b62
197,23:57:31,1,1999.0,29,Evening,23f5eb8d-6431-4df3-b2d6-b5eafa8469bd
198,17:52:38,7,2013.0,21,Midday,500bfd43-4176-4e8a-987d-e42570deb9e4
199,16:27:38,1,2015.0,22,Midday,56655467-9ee2-4a1d-95c0-59f2f783fc98
200,16:18:42,11,2006.0,23,Midday,2d675516-b446-4717-a7cd-84c760c1cee1
201,19:30:00,4,2022.0,8,Evening,97e3476e-e90c-4a76-bd15-99e023bbad26
202,22:43:25,4,1999.0,17,Evening,0b315142-ea9b-4a76-8652-6a14e5c2f5b3
203,19:21:47,3,2020.0,18,Evening,009a8fc0-b51f-4f73-99df-e7af449e9284
204,14:07:36,1,2003.0,15,Midday,edf4341c-3def-4801-ba2a-c1b7abf8dcd4
205,21:29:39,1,2018.0,11,Evening,236cc6f0-1d71-444e-ad12-6284fe8f1115
206,13:10:02,11,2021.0,26,Midday,d7632e79-744b-4abc-a06d-abf89e8404f9
207,11:53:56,10,1998.0,16,Morning,be46c73f-c925-4def-a35b-cf2f99218acc
208,08:28:38,10,2009.0,25,Morning,79964583-47ec-421d-89d5-70747f620b4d
209,05:47:50,4,1994.0,22,Late_Hours,94c64011-ec27-440c-971f-e78160612e45
210,19:37:04,5,2017.0,18,Evening,e19e1cc8-976e-4dac-b3b6-cddf3125476e
211,23:42:46,10,1995.0,28,Evening,2a702839-3c1c-4f32-bd37-52329e923560
212,20:04:24,5,2004.0,3,Evening,7d560ecb-4423-4dc1-aa74-39609da651e6
213,20:33:22,4,2022.0,17,Evening,6a83cd4a-931c-46fe-be4e-70be1e0c13ac
214,20:31:58,1,2000.0,23,Evening,6f859238-8742-4425-b71b-096c3e05bd62
215,21:33:54,1,1993.0,13,Evening,9729e69e-9e76-46a5-b8e1-0c45870bf5f9
216,18:18:00,4,2006.0,12,Evening,0ce85f6e-e106-477b-b0ae-99c3821801bc
217,05:47:12,9,1996.0,20,Late_Hours,cbd3c7d6-d81c-43b0-80f5-cc4c8024d574
218,03:51:13,4,1998.0,15,Late_Hours,8758627d-6012-4396-9c70-edc8fc7f5e85
219,21:08:54,12,2005.0,20,Evening,1bb624c6-bec6-4321-ae9f-1803cdf33de0
220,02:03:17,8,2022.0,7,Late_Hours,0888928d-d463-4155-a4e4-e69403d5b885
221,16:14:11,5,2009.0,25,Midday,bebc29ca-ff30-4002-b0a8-b46877d3b75b
222,23:39:59,4,2011.0,6,Evening,fdf9b346-e591-4455-b1e3-431d59461fa0
223,20:16:05,11,2020.0,16,Evening,9431019e-6bb0-468e-8f2b-bda6b2766d19
224,21:19:13,9,2006.0,15,Evening,5342fa9c-9623-4ba1-9759-75346f974d3c
225,13:28:21,1,2003.0,19,Midday,4aacc34e-c8bd-429e-99ed-3679992c455b
226,18:13:23,2,2005.0,11,Evening,b277046c-4972-4651-adc4-62e8ebddd172
227,08:31:15,11,2020.0,20,Morning,df69ae93-6b49-4297-90b2-18d43337de72
228,18:52:10,12,2016.0,27,Evening,68f65bf8-2682-436c-a771-022641edc705
229,07:05:28,12,2014.0,6,Morning,8a7c2a9d-799d-440c-b22e-4950bab14c75
230,09:51:48,6,2002.0,20,Morning,b683f656-8112-4170-805d-234b8c2e9c90
231,06:53:01,2,1996.0,15,Morning,655b4172-0214-488a-a745-12c50ea91630
232,07:09:45,1,2018.0,15,Morning,0e6d29fe-f436-435d-b4c5-90dbbdabc388
233,08:33:10,1,2007.0,4,Morning,d58bcc34-3e0f-4f73-97a3-7e4d69511fc0
234,09:57:23,12,2006.0,13,Morning,690065f0-88d5-412a-a593-930d9efcc7e9
235,15:59:53,3,2001.0,6,Midday,008d3c5a-81b4-4b6a-a26a-dedfe27f9c53
236,21:54:37,3,2007.0,30,Evening,748854b5-5f64-4588-ba07-dfe2caacc058
237,20:30:11,9,2005.0,29,Evening,7bed86f0-1325-4d3f-af90-b77bc7918b03
238,22:10:48,2,2005.0,7,Evening,10712be7-0081-4562-8feb-68cd584bdb95
239,19:22:17,10,2015.0,16,Evening,b6c3e6a9-4250-495c-85fa-05e5f8c1671f
240,15:45:45,4,1995.0,17,Midday,1747ebcd-e4a8-433c-a9f7-240b63c6c09e
241,15:36:33,9,2005.0,14,Midday,67221be2-c3b1-46e1-a987-ba09c4d18c7e
242,22:34:49,11,2015.0,2,Evening,248b320f-19ac-49ee-a6d6-aacfbdde0194
243,08:51:24,1,2011.0,30,Morning,0049b0a4-4c59-4be9-aa2b-f644b0828584
244,23:42:06,11,2014.0,30,Evening,895ee16c-5a97-4cfc-b55d-6d0e3936be44
245,08:59:47,9,2006.0,24,Morning,41d04e59-1c64-45fb-bcd8-441175de8235
246,19:38:29,10,2003.0,26,Evening,2bd86250-ffc9-4d6d-86ac-b4839378e7cf
247,06:52:26,10,2019.0,25,Morning,6b5e1f2f-4df9-4a42-9fc6-3a43fddb4ebd
248,18:10:06,12,1994.0,27,Evening,297eb354-48ca-47e7-8b74-f3ca0348771b
249,22:59:53,8,2013.0,21,Evening,bfa0b41a-ddbd-427f-a04c-f05d51126f8c
250,20:27:09,10,2017.0,15,Evening,7ef8e664-4c9e-4f7a-b0ff-1a047d996b08
251,23:37:59,11,2013.0,26,Evening,29a39d1f-5c1e-4970-90a5-7f66531bafbe
252,01:31:34,12,2019.0,9,Late_Hours,702ef198-e9ec-45b8-b8e7-c0f8c9f74c9b
253,20:01:45,7,1996.0,25,Evening,548b1401-b161-4849-afa8-d3ebd59f93fc
254,02:36:04,10,2000.0,21,Late_Hours,14bf69fc-8019-484b-bd8f-fd265f3e6f32
255,23:42:33,9,1999.0,10,Evening,1db6ede5-7ca4-4f39-8435-869411e38c21
256,22:39:27,6,2008.0,18,Evening,e59d803a-b724-4e99-8c97-65a4cf2a595b
257,18:52:40,1,2022.0,3,Evening,ecf8dc38-d628-4944-bdef-dbf8c48fff6d
258,20:25:27,8,2009.0,12,Evening,54790a03-3103-4bc4-9d2d-676e472f51db
259,12:26:04,8,2009.0,13,Midday,7b025fe9-cacf-46bd-8d93-5cd11071f429
260,22:41:40,6,2002.0,3,Evening,56a75449-60b8-420b-83d1-2fd26036859b
261,23:35:06,4,2002.0,24,Evening,8b0cdd85-4918-4d7b-8713-28cc4a7e2813
262,20:11:18,11,2008.0,8,Evening,71c0fbec-ec77-4670-bf14-c52512523d25
263,20:32:36,1,1993.0,24,Evening,adaffc38-846c-4e5d-b6a3-c865e35fb96e
264,23:20:11,4,2005.0,25,Evening,bcbbbc82-99ff-48b4-82a9-385a77d4309c
265,08:37:11,3,2007.0,14,Morning,c5d3ecc5-58a2-4d17-a20a-2f74e02afa10
266,23:21:24,1,2016.0,5,Evening,03a2784f-1353-433f-a709-2b8dd5baa825
267,20:13:44,3,2012.0,12,Evening,cce0f60d-3c6d-4ae6-a2d4-ced7fa311c18
268,22:57:56,8,2012.0,8,Evening,271b4f5a-2610-4dba-abee-e32db42e6e67
269,18:28:06,4,1997.0,5,Evening,a4e26b7f-ed90-4517-a577-8f4bdd527be0
270,21:27:01,5,2000.0,12,Evening,0e66d0d2-78d1-4688-97d8-656c342b7ab3
271,11:36:17,10,2007.0,16,Morning,7a16e841-a6d9-45c9-a6ac-ec4a27b838d6
272,18:16:02,1,2022.0,18,Evening,5aadec1d-383f-4d04-84af-150202c188c0
273,21:19:42,3,2011.0,29,Evening,3c744b15-2911-49f0-a951-203fa7d3a27b
274,13:43:08,5,2015.0,16,Midday,0c45fc6b-0241-45d3-a2c1-4f699d827216
275,18:05:05,10,2022.0,3,Evening,e239939f-acb3-47fa-b132-72a0e55c0a2a
276,23:51:33,4,2003.0,5,Evening,6391c375-911c-4224-a4d3-f81ea7f4f6f8
277,21:15:20,8,2000.0,31,Evening,4c086625-96a0-49da-b1c4-ab66957d5bac
278,22:46:25,7,2000.0,11,Evening,6eaf5706-26d7-4d37-9d53-145f64e9896b
279,18:07:47,3,1997.0,23,Evening,49486bd6-2a2d-4649-96a3-1d86720ab4f3
280,20:18:49,7,1999.0,31,Evening,80247bba-58d8-4015-84f1-ca09c66cc365
281,21:43:55,7,2018.0,5,Evening,69c58a70-a630-4ea5-b187-ff7b79e814c3
282,04:20:13,6,2004.0,30,Late_Hours,8fc02fd0-d6e7-4200-9d94-1e276bf67a7b
283,16:04:00,9,2008.0,14,Midday,8bc6ff91-0058-4d16-a941-309d6d6102b0
284,15:00:59,11,2014.0,3,Midday,74b65b68-ea6f-47f5-963d-dc76f8a0975b
285,23:14:54,1,2000.0,13,Evening,ad6886c7-845c-4067-9ab4-0bca50f71ffe
286,13:46:01,1,2014.0,14,Midday,df62d13d-8153-45e3-b1a7-c6c173b2988e
